Date,Symbol,apturnover,arturnover,assetturnover,croic,commontocap,currentratio,ebitdagrowth,ebitdaqoqgrowth,efftaxrate,fcffgrowth,fcffqoqgrowth,fcfftointerestex,grossmargin,investedcapitalturnover,leverageratio,Itdebttocap,nnep,operatingmargin,profitmargin,roe_simple,stdebttocap,enterprisevalue,country,employees,security_delisted,sic,ipo_price,current_price
2013-05-09,CYNI,6.7312,6.9069,1.2124,-2.849445,0.940432,2.9446,-1.546411,,,-1.522942,,-104.8471,0.413494,8.6331,2.0455,,-0.430436,-0.322408,-0.349385,-0.516006,0.01911,104112000,United States of America,265,TRUE,7373,10.05,
2013-05-03,BIOA,0.4487,3.9451,0.0325,-1.972393,0.671128,5.3311,-0.078112,0.016419,,0.365064,,,-0.008923,0.1972,1.5637,,0.023093,-15.450762,-10.47803,-0.429585,0.067314,,United States of America,86,TRUE,2860,8.25,
2013-04-30,EMES,,,,,,,,,,,,,,,,,,,,,,,,,,,14.02422758,
2013-04-19,SEAS,,35.3323,0.5728,0.074582,0.282413,0.9619,-0.147943,-0.069725,0.331221,1.079304,,1.8205,1,0.6601,4.6439,,0.048352,0.135506,0.035556,0.08012,0.006123,3793224315,United States of America,4700,FALSE,7990,26.77302026,58.7
2013-04-18,I,2.3185,10.0417,0.1538,0.091493,-0.067958,0.9795,-0.023211,,,1.095552,,3.6121,0.855675,0.1792,-15.0686,,0.070309,0.465673,-0.096786,0.258361,0.001701,15080345000,Luxembourg,1069,TRUE,4899,17,
2013-04-12,RALY,8.103,3.8658,0.8697,,1,2.4071,-1.210385,-0.147055,,-2.384378,,-45.5425,0.7757,-4.0228,2.3174,,-0.117188,-0.262226,-0.270836,-0.256858,0,373910000,United States of America,513,TRUE,7372,17.1,
2013-04-10,KNOP,,834.1023,0.1253,-0.25596,0.45317,0.7615,0.463112,,0.158012,0.691248,,-12.4392,1,0.1402,3.0913,,0.030486,0.408496,0.205229,0.053432,0.047047,310901013,United Kingdom,1,FALSE,4400,9.689463474,15.98
2013-03-28,PF,12.9402,15.9703,0.5197,-0.11906,0.38965,2.3915,-0.037599,-0.024872,0.44443,0.863366,,-3.3351,0.265544,0.6645,3.8127,,0.029809,0.118937,0.036265,0.055912,0.006588,5054606510,United States of America,5100,FALSE,2000,19.49112733,
2013-03-22,HTWO,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02,
2013-03-20,TTPH,,5.0438,0.1748,,0.893302,7.9918,-1.028069,-0.43164,,-2.351161,,-55.7795,1,-0.2456,25.2066,,-0.219722,-2.688346,-2.826245,-0.337509,0.060308,133086800,United States of America,119,FALSE,2834,144,
2013-02-15,XOOM,,,0.6072,-0.884412,1,,3.990115,0.413368,0.005813,-0.580508,,-87.1808,,0.6658,1.2328,,0.052245,,0.052483,0.023893,0,918856440,United States of America,295,TRUE,6099,21,
2013-02-08,HIIQ,,,1.2641,-1.547992,0.399668,4.3144,-2.444735,-0.239155,,,,-16442,1,5.3325,1.3976,,-0.146203,-0.1333,-0.148643,-0.35251,0.032568,40978674.4,United States of America,222,FALSE,6411,14.12,
2013-02-01,ZTS,4.0461,4.476,0.7115,0.201129,0.203507,2.3724,0.075452,0.15262,0.271014,1.216491,,7.432,0.634071,1.0923,2.5625,,0.045289,0.174085,0.110283,0.535106,0.003247,18522135230,United States of America,10000,FALSE,2834,29.57382666,195.25
2013-01-25,LPDX,7.0486,9.5502,0.8754,,1,2.6193,-3.916585,-0.365391,,1.689363,,3.5973,0.794933,10.8028,1.827,,-0.18131,-0.203883,-0.239295,-0.262469,0,13410094.8,United States of America,,TRUE,2835,9.75,
2013-01-18,CONE,,,0.2324,-1.573858,0.244069,,1.125822,,,-0.345351,,-28.3046,,0.2796,2.293,,0.017464,,-0.07529,-0.048447,0,961407624.7,United States of America,448,FALSE,6798,15.14018933,89.34
2012-12-10,PBF,50.7394,39.9739,4.7344,-1.152096,0.171072,1.4397,1.848629,,0.001583,,,-11.4948,0.092837,18.5812,2.468,,0.51763,0.045705,0.039925,1.915496,0,3827346213,United States of America,3266,FALSE,2911,20.61379617,16.97
2012-12-07,WGP,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39285473,23.62
2012-11-12,ENXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-06,SGLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-09,PFMT,113.4682,9.8993,1.0662,0.218496,0.140088,1.8575,0.572637,,0.422427,1.265903,,1.7384,0.60489,1.6407,5.9152,,0.097729,0.26546,0.109252,0.953392,0.064245,590675900,United States of America,1892,FALSE,7380,9.25,1.98
2012-08-01,HPAC,,,0.001,,0.064284,,,,,,,,,0.0005,1.0034,,,,-4.779381,-0.035496,0,18425805,United States of America,,TRUE,6770,10,
2012-07-26,NDP,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,83.75217664,25.35
2012-07-13,HMBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-28,EXA,6.6607,2.0775,0.705,-0.973232,0.749197,1.5826,-0.273882,,0.128,-1.693351,,-9.3424,0.710363,6.7844,4.3561,,-0.108625,0.040108,0.015613,0.021944,0.081834,134794411,United States of America,345,TRUE,7372,10,
2012-06-21,HOTR,11.3639,23.1553,1.1012,-1.094499,0.932551,1.1453,-1.232702,0.005383,,0.020904,,-5.0485,0.04456,3.128,2.0692,,-1.935554,-0.378214,-0.495384,-0.621897,0.045117,4828871.1,United States of America,876,FALSE,2834,25847.71903,0.3202
2012-05-10,WMC,,,,,0.13698,,,,,,,,,,9.0644,,0.003234,,,-0.067923,0.86302,,United States of America,0,FALSE,6798,4.607738361,2.1
2012-05-03,ROYT,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,1311,10.42898135,
2012-04-26,ACRE,,,0.0335,,0.438847,,,,0,,,,,0.0176,2.3008,,0,,0.129851,0.005198,0.382659,232763037.5,United States of America,1075,FALSE,6798,7.805967969,14.47
2012-04-19,TUMI,6.222,16.736,0.8706,-1.148099,1,2.4291,0.174757,0.064034,0.420777,-8.580998,,-19.6545,0.573224,2.5076,2.7762,,-0.793332,0.179841,0.092292,0.118241,0,1280453166,United States of America,1577,TRUE,3100,26,
2012-04-11,FET,9.6818,5.9465,0.8085,-0.056601,0.733781,2.8377,0.447545,-0.043535,0.319868,0.932458,,-4.8811,0.327264,1.0022,1.9261,,0.024442,0.170241,0.107093,0.130464,0.012954,2532015750,United States of America,2500,FALSE,3533,450,19.17
2020-12-30,RMO,,,0.0405,-1.687688,0.941127,,0.938145,0.957764,,,,-172.7943,,0.0691,1.96,,0.27524,,-0.968714,-0.038922,0.053669,1460702714,United States of America,,FALSE,6770,25.14,2.19
2020-12-24,PRCH,2.5072,16.1058,0.4564,,0.691046,6.802,0.612871,,,,,1.3265,0.757092,-2.6203,6.6923,,-0.477334,-0.584116,-0.747341,-0.503443,0.030559,359590048.1,United States of America,,FALSE,7372,15.3697,9.4
2020-12-23,CFIV,,,,,,,,,,,,,,,,,,,,,,,United States of America,3,FALSE,6770,10.81,9.73
2020-12-23,GBS,,,0.1628,-2.868329,1.002547,4.944,-1.045754,,,,,-6.3811,1,2.2143,2.4852,,-0.7894,-2.814202,-3.564887,-0.468872,0,8691537.1,United States of America,9,FALSE,3841,9.24,1.12
2020-12-21,ACKIT,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,10.13
2020-12-18,IIII,,,,,,,,,,,,,,,,,,,,,,,United States of America,2,FALSE,6770,11,
2020-12-17,MDWT,,,0.0058,,1,,-1.781327,-35.174422,,1.517533,-0.070756,,-1.317452,-0.0073,9.4172,,0.030908,-6.826449,0,,0,-463688057.4,United States of America,41,FALSE,6311,67.26,20.85
2020-12-16,BCAB,,,,,,,,,,,,,,,,,,,,,,453162715.9,United States of America,36,FALSE,2836,30.55,10.09
2020-12-16,SCPS,,,,,-4.046886,0.5182,-2.571375,,,,,-8.2796,,,-1.4345,,18.092767,,,5.931698,5.046886,233849170.5,United States of America,,FALSE,2834,7.7,1.09
2020-12-15,KINZ,,,,,,,,,,,,,,,,,,,,,,,United States of America,2,FALSE,6770,10.25,
2020-12-11,ROCC,,,,,,,,,,,,,,,,,,,,,,,,,,,10.28,31.62
2020-12-11,DWIN,,,,,,,,,,,,,,,,,,,,,,,United States of America,2,FALSE,6770,10.1,9.89
2020-12-11,CERT,,,,,,,,,,,,,,,,,,,,,,4112685028,United States of America,899,FALSE,7372,29.9,25.33
2020-12-11,ABCL,,,,,,,,,,,,,,,,,,,,,,3199888768,Canada,174,FALSE,2834,61,8.37
2020-12-10,PCPC,,,,,,,,,,,,,,,,,,,,,,,United States of America,4,FALSE,6770,,24.35
2020-12-09,NEBC,,,,,,,,,,,,,,,,,,,,,,,United States of America,246,FALSE,7200,13,6.31
2020-12-09,HMCO,,,,,,,,,,,,,,,,,,,,,,,United States of America,4,FALSE,6770,10.08,9.745
2020-12-08,RAAC,,,,,,,,,,,,,,,,,,,,,,,United States of America,220,FALSE,3569,11.25,3.28
2020-12-04,ONDS,0.2403,63.7729,0.132,,0.654294,2.2338,0.325999,-0.146131,,-13.613535,-6.238832,-9.8627,0.428738,-0.2538,12.3524,,-0.54924,-5.325962,-6.229034,-0.893546,0.306383,230432490.5,United States of America,,FALSE,3663,5.95,4.53
2020-12-04,SEER,,,,,,,,,,,,,,,,,,,,,,887851545.6,United States of America,60,FALSE,3826,48,15.16
2020-12-03,SPFR,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5.64
2020-12-03,LAZR,,,,,0,30.1875,-3.197158,-2.499642,,,,41.3994,,,2.2972,,-1.051141,,,,0.246883,11063485550,United States of America,,FALSE,3714,23.65,12.39
2020-12-01,POWW,10.6791,10.3876,0.5668,-0.671437,0.96689,12.0362,1.056122,1.160428,,-239.037071,-0.721646,-8.2491,0.182238,1.6901,1.2276,,-0.076585,-0.086104,-0.125032,-0.048721,0.00377,215955476.7,United States of America,93,FALSE,2330,2.25,4.29
2020-11-25,SPRQ,,,,,,,,,,,,,,,,,,,api_500,,,,,,,,12.5,2.67
2020-11-24,OZON,,,,,,,,,,,,,,,,,,,,,,,Cyprus,,FALSE,5961,42.3,17.54
2020-11-24,HFEN,3.978,11.3439,0.2262,-0.196854,0.591796,9.6137,0.470485,,,,,-28.3063,0.255732,0.8599,1.1944,,-0.077987,-0.104103,-0.27087,-0.073342,0.026712,11699595,United States of America,,FALSE,6500,6.8,0.3871
2020-11-20,KWAC,,,,,,,,,,,,,,,,,,,,,,,United States of America,2,FALSE,6770,10.21,10.15
2020-11-20,MRVI,,,,,,,,,,,,,,,,,,,,,,11001362200,United States of America,,FALSE,2834,31.95,26.32
2020-11-19,YSG,4.3855,15.3473,1.0277,-3.584182,0.997802,6.2693,-13.42416,,,-7.90682,,,0.642827,7.1827,1.2947,,-0.252933,-0.512628,-0.513726,-0.392555,0,1295036348,China,,FALSE,2844,17.51,1.43
2020-11-19,TLS,6.5369,6.1139,1.376,-6.078446,1,3.7004,0.912468,0.171148,-0.00677,-13.612049,-7.732754,-17.6341,0.346938,-4.175,-27.4752,,0.170655,0.001651,0.038023,0.053822,0,1323678460,United States of America,,FALSE,7373,21.9,11.48
2020-11-18,MP,,,,-1.043137,0.971075,,-26.564728,,,,,-183.1187,,,1.407,,-0.349807,,,-0.02556,0.027832,4989334720,United States of America,,FALSE,1000,17.1,39.22
2020-11-17,OTRA,,,,,,,,,,,,,,,,,,,,,,,United States of America,1,FALSE,6770,9.95,
2020-11-13,HAAC,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,6770,12,9.78
2020-11-11,STIC,,,,,,,,,,,,,,,,,,,,,,546124302.1,United States of America,450,FALSE,5990,13,3.7
2020-11-10,ADOC,,,,,,,,,,,,,,,,,,,,,,,United States of America,2,FALSE,6770,9.85,10.26
2020-10-30,NBA,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,3.35
2020-10-30,BHSE,,,,,0.093014,191.7998,-7734.443151,,,,,,,,1.4298,,-0.45047,,,-3.455955,0,-7225210,United States of America,2,FALSE,6770,9.9,10.01
2020-10-29,GLTO,,,,3.526098,1,30.4159,-0.214726,,0,,,,,,1.0666,,-0.783115,,,-0.210509,0,152443518.3,Denmark,21,FALSE,2834,15,2.2
2020-10-28,AJAX,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,6798,11.5,
2020-10-28,ABST,0.5851,4.549,0.6658,,0.985521,1.3424,-0.267179,,0.143447,,,442.8143,0.868617,-1.2103,1.1406,,0.051034,-0.091608,0.030898,0.018855,0,,Canada,,FALSE,7372,10.78500272,7.42
2020-10-28,GATO,,,,-0.423262,1,38.7058,0.257871,,,,,-0.401,,,1.0217,,-0.170848,,,-0.154718,0,514356947.6,United States of America,,FALSE,1040,6.5,10.19
2020-10-26,RIDE,,,,-3.30796,0.998393,19.2066,-198.394447,-3.975741,,,,,,,1.2526,,-0.171305,,,-0.196674,0,2913436283,United States of America,,FALSE,3711,19.32,2.63
2020-10-23,EUCR,,,,,,,,,,,,,,,,,,,,,,,United States of America,4,FALSE,6770,10,9.8
2020-10-22,CTAC,,,,,,,,,,,,,,,,,,,,,,,United States of America,6,FALSE,6770,10.1,
2020-10-22,GHLD,26.4573,50.7111,0.5327,-0.197648,0.242916,9.2032,58.418245,,0.24995,,,-7.4359,0.488902,0.8737,6.5021,,0.026662,0.280236,0.187372,0.503507,0,2914524186,United States of America,3775,FALSE,6162,14.08536585,12.22
2020-10-21,XPOA,,,,,,,,,,,,,,,,,,,,,,,United States of America,4,FALSE,6770,10.25,9.79
2020-10-20,DCRB,,,,,1.006165,3.5526,-11780.41573,,,,,-2.2222,,,1.4435,,-2.073739,,,-1.45589,0,229520701.2,United States of America,,FALSE,3620,10.31,4.52
2020-10-19,PAYA,,,,,,,,,,,,,,,,,,,,,,863633646.1,United States of America,,FALSE,7389,11.5,6.05
2020-10-16,BTWN,,,,,,,,,,,,,,,,,,,,,,,China,2,FALSE,6770,23.8,9.8
2020-10-16,TARS,,,,,1,31.679,-5.221395,,,,,,,,1.0309,,-0.069984,,,-0.161532,0,679243957.7,United States of America,12,FALSE,2836,16.2,19.3
2020-10-15,MOTN,,,,,,,,,,,,,,,,,,,,,,,United States of America,4,FALSE,4100,10.8,6.39
2020-10-14,CDAK,,,0.0218,,0.366613,5.3118,-0.106535,,,,,-34.9877,1,-0.0575,7.3198,,-0.406346,-31.189708,-31.445969,-6.292648,0,646660654.8,United States of America,,FALSE,2836,14.1,6.7
2020-10-09,IH,10.5186,10.9597,0.8835,,1,2.5586,0.866128,,,2.080879,,,0.687033,-3.2196,1.9138,,-0.091365,-0.083568,-0.14091,-0.116629,0,4698666272,China,,FALSE,8200,12.12,2.49
2020-10-09,MPLN,,,0.0586,-0.022564,0.357341,,-1.467207,,,0.977778,,-0.4894,,0.0669,3.6636,,0.02255,,-1.068361,-0.203515,0.003032,9818135632,United States of America,,FALSE,6770,10.1,4.05
2020-10-08,AZYO,9.7321,5.9301,0.6691,-0.7578,0.404753,2.2296,-3.814625,,,,,-1.6287,0.481725,3.5255,12.5462,,1.752449,-0.318612,-0.51134,-1.047717,0.249174,130485342.7,United States of America,151,FALSE,2836,17.32,5.68
2020-10-07,EMPW,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75,11.81
2020-10-07,SQFT,,,0.1199,,0.228857,0,-0.470136,-0.343168,,-1.049976,,-0.6661,1,-1.322,3.8068,,-0.104537,0.072955,-0.257123,-0.179494,0,5023187.4,United States of America,23,FALSE,6798,4.201515959,3.53
2020-10-02,ONCR,,,,-7.64329,1,22.2913,-0.561575,,,,,,,,1.3169,,-0.253907,,,-0.358663,0,698161272.3,United States of America,51,FALSE,2834,15.5,3.48
2020-10-02,AVAN,,,,,,,,,,,,,,,,,,,,,,,United States of America,2,FALSE,6770,9.8,9.8
2020-10-02,PCSA,,,,-1.28057,0.992968,13.2705,-3.515501,-2.011575,,-2.76862,-2.742315,-36.0592,,,1.1662,,-0.505026,,,-0.62834,0.005089,87111292.5,United States of America,,FALSE,2834,3.8,3.55
2020-10-01,AGC,,,,,,,,,,,,,,,,,,,,,,,United States of America,2,FALSE,6770,11.89,
2020-10-01,HYLN,,,,-1.059603,0.995648,,-1.786055,,0,,,-124.8011,,,1.0757,,-35.559933,,,0.5063,0.00294,1437371139,United States of America,,FALSE,6770,49.9,4.11
2020-09-30,VSPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,BQ,7.5204,19.3979,1.5523,,0.114734,3.2075,,,,,,,0.185264,5.4513,10.1942,,0.945957,-0.203757,-0.191117,-2.337083,0.118747,24613954.7,China,,FALSE,5990,10,0.6978
2020-09-25,FTIV,,,,,-0.010518,12.1027,-6812.952,,,,,,,,7.3177,,-0.047697,,,2.194584,0,-100713108.6,United States of America,550,FALSE,6282,4.946419042,10.12
2020-09-25,GOVX,,,0.3358,,0.97193,12.6312,-0.130631,-0.377135,,-3.454124,-0.51017,-25.5918,1,-1.8849,1.3588,,-0.198663,-1.544596,-1.622052,-0.309135,0.01877,11736641.5,Georgia,,FALSE,8731,3.75,2.38
2020-09-25,PMVP,,,,,1,56.905,-0.321435,,,-0.612495,,,,,1.024,,-0.043121,,,-0.095901,0,2393153635,United States of America,,FALSE,2834,35,17.12
2020-09-23,VIH,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3.9
2020-09-23,CRSR,5.1361,6.8649,1.4343,0.276721,0.576436,1.3672,2.239891,,0.15425,1.274134,,5.1046,0.273401,2.6265,3.6288,,0.095669,0.093024,0.060631,0.235984,0,3468753940,United States of America,,FALSE,3577,15.12,19.38
2020-09-22,PMVC,,,,,,,,,,,,,,,,,,,,,,388460557,United States of America,,FALSE,6770,9.91,9.81
2020-09-18,NMMC,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,6770,10.2,9.84
2020-09-18,ATHA,,,,-3.819159,1,43.6633,-2.616076,,,,,,,,1.0373,,-0.044352,,,-0.072754,0,1003181433,United States of America,,FALSE,2836,19.95,10.78
2020-09-17,PTVE,11.8655,10.7177,0.4074,0.044389,0.211911,2.5345,-0.220213,,,-0.971989,,,0.153551,1.0148,7.2934,,0.05032,0.039028,-0.005332,-0.023343,0.002968,6651457948,United States of America,,FALSE,2673,12.40410506,11.39
2020-09-17,BNL,,,0.0787,-0.036073,0.571878,,0.051924,0.161965,0.007782,0.78506,-1.12314,,,0.0827,1.9202,,0.036032,,0.174967,0.024477,0,3557816460,United States of America,,FALSE,6798,0.965060156,22.48
2020-09-16,ENPC,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,6770,9.904,9.81
2020-09-15,SAII,,,,,,,,,,,,,,,,,,,,,,,United States of America,,TRUE,6770,10,
2020-09-11,TWCT,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,6770,9.65,
2020-09-10,SVAC,,,,,0.194532,1.0726,,,,,,,,,5.8558,,0.012256,,,-0.048564,0.022669,857066959.8,United States of America,,FALSE,7370,9.65,11.19
2020-09-09,ITAC,,,,,,,,,,,,,,,,,,,,,,,United States of America,2,TRUE,6770,9.65,
2020-09-03,BCTG,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88,8.27
2020-08-28,SNBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27,XPEV,1.8548,7.1611,0.2191,0.457744,0.949848,5.0629,0.307796,,,1.219003,,132.5583,0.045512,0.8989,1.1558,,0.212756,-1.52974,-0.46746,-0.079349,0.00477,62657429097,Ghana,3676,FALSE,3711,23.1,38.01
2020-08-21,HZAC,,,,,,,,,,,,,,,,,,,,,,,United States of America,1,FALSE,6770,9.832727273,9.22
2020-08-21,NNOX,,,,-3.754723,1,49.0609,-0.937228,,,-62.767209,,,,,1.1174,,-0.117982,,,-0.189884,0,1891465899,Israel,27,FALSE,3844,20.34,10.74
2020-08-19,HRMY,6.2221,12.0875,0.5985,0.176342,0.333459,1.954,1.186936,,,,,0.4857,0.826358,2.562,6.2362,,2.497274,0.106334,-0.231273,-0.380161,0,897291946.9,United States of America,150,FALSE,2834,39.99,34.08
2020-08-18,AONE,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,4.74
2020-08-14,DCT,53.9262,7.2617,0.2458,-2.115418,0.994981,4.5985,-2.28677,,,,,-1032.6924,0.540917,1.218,1.1735,,-0.051135,-0.135375,-0.141407,-0.040793,0.005019,5312746505,United States of America,1355,FALSE,7372,42,23.64
2020-08-13,RBAC,,,,,,,,,,,,,,,,,,,,,,,United States of America,3,FALSE,6770,10.5,9.89
2020-08-12,KBNT,,4.1064,0.2084,-76.533184,0.983683,9.7512,0.036032,,,,,-4.4276,1,-1.2244,1.4318,,-0.39366,-1.540239,-2.719166,-0.322106,0.008778,53038147.8,United States of America,11,FALSE,7373,5,2.34
2020-08-07,FRLN,,,,-5.166429,1,13.724,-0.807866,,,-0.438699,,,,,1.0933,,-0.162065,,,-0.385596,0,-158981208.9,United Kingdom,208,FALSE,2836,18.5,1.22
2020-08-06,RKT,,,0.4374,-0.250817,0.013985,,8.808098,,0.013889,0.624087,,-27.5712,,0.4672,5.0587,,0,,0.745352,19.162564,0.010692,34775342887,United States of America,20000,FALSE,6162,17.20398406,13.08
2020-08-05,HOL,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4.8
2020-08-05,BIGC,7.0588,7.9272,0.916,,1,5.5369,0.206549,,,0.066389,,-8.0805,0.776029,-53.6318,1.8159,,-0.110879,-0.253971,-0.246508,-0.17328,0,4175523603,United States of America,690,FALSE,7372,68,28.79
2020-07-31,NHIC,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,6770,9.7,
2020-07-31,GOED,5.2971,28.5643,2.7482,,1.314437,0.511,,,,,,,0.131591,-2.7509,-2.3068,,-1.704451,-0.261773,-0.391192,1.619721,-0.06548,44729757,United States of America,67,FALSE,5700,9.4,2.11
2020-07-30,LI,527.0577,144.9308,0.3947,0.894428,0.983123,7.2846,0.974989,,,,,12.7896,0.163837,9.8831,1.3283,,0.01855,-0.07078,-0.016037,-0.004809,0,47636859984,China,2628,FALSE,3711,15.5,25.43
2020-07-24,ACND,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,5.96
2020-07-24,INZY,,,,,1,15.1388,-1.70439,,,,,,,,1.0715,,-0.15931,,,-0.356881,0,324403643.2,United States of America,24,FALSE,2834,20.8,6.95
2020-07-23,EDTK,47.4724,9.9281,0.5561,,1,1.8784,,,0.49866,,,,0.495607,1.324,1.4282,,-0.068833,0.308365,0.119924,0.076769,0,24908286,China,44,FALSE,8200,5.35,1.1601
2020-07-22,JAMF,11.5643,4.6607,0.2724,-0.291284,1,1.4391,0.461794,,,-16.927275,,-30.2988,0.774401,0.4969,1.5084,,-0.111092,-0.053806,-0.084509,-0.028077,0,3319668135,United States of America,1318,FALSE,7372,46,31.64
2020-07-17,BLI,1.8491,5.7741,0.2986,-1.373082,0.924833,9.1677,-1.992234,,,-0.082391,,-25.7429,0.692891,2.3884,1.3108,,-0.096886,-0.628182,-0.646688,-0.169882,0.043805,5589364359,United States of America,210,FALSE,3826,51.05,8.79
2020-07-16,RLAY,,,0.1386,-2.829959,1,56.4921,0.371042,,,,,,1,1.9054,1.0645,,-0.025834,-0.675055,-0.634113,-0.068666,0,3078961836,United States of America,122,FALSE,2836,35,22.26
2020-07-14,AACQ,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5.16
2020-07-10,PSTX,,,,,0.899921,10.4578,-0.518362,,,,,-26.8252,,,1.5494,,-0.218985,,,-0.495385,0,401307603,United States of America,149,FALSE,2836,17,4.78
2020-07-08,BLCT,38.1479,306.7311,1.494,-2.726934,1,3.8647,-2.648399,,,-6.634826,,,0.301509,6.097,1.2815,,-0.15583,-0.227543,-0.215115,-0.292993,0,-43978742.3,China,488,FALSE,7374,20.45,1.28
2020-07-01,PANA,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,6770,,5.96
2020-06-26,FUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81,2.6
2020-06-26,EBON,3.0017,2.4788,0.1676,-0.652963,0.932513,2.0025,0.469188,,,0.588631,,-43.9334,-0.152562,0.3878,1.6752,,-0.720006,-1.402146,-1.689666,-0.311374,0.006926,692735272.8,China,,FALSE,3674,4.6,0.8048
2020-06-24,BRLI,,,0.0001,,0.003335,,,,,,,,,0.0001,1.0169,,0.801672,,-103.835621,-2.052459,0.005811,,China,1,FALSE,6770,9.81,
2020-06-19,RPTX,,0.0441,0.0006,,1,31.4647,-1.047433,,,,,,1,-0.0052,1.2206,,-0.071904,-402.237037,-395.681481,-0.186232,0,932112497.8,Canada,64,FALSE,2834,32.05,13.78
2020-06-12,RNA,,,0.0315,,1,22.7379,-1.595759,,,-4.483815,,-142.3297,1,-0.3187,1.147,,-0.063902,-6.523795,-6.535288,-0.144845,0,631017992,United States of America,38,FALSE,2834,26.5,15.01
2020-06-11,LTRN,,,,-10.422546,1,36.6386,-1.433406,,,,,,,,1.0557,,-0.17325,,,-0.299926,0,195786819.3,United States of America,6,FALSE,2834,14.8,6.12
2020-06-05,ARYB,,,,,,,,,,,,,,,,,,,,,,,,,,,13.94,25.57
2020-06-05,CALT,,,0.0008,,0.662565,9.8169,,,,,,,1,0.0003,0.3878,,0.133231,-930.455122,-499.442822,-0.176955,0,,Sweden,24,FALSE,2834,19.9,19.55
2020-06-04,NKLA,,,0.0211,-1.753505,0.966985,,-3.161967,-0.262717,,-32.337894,,,,0.0222,1.0914,,5.229032,,-27.384331,-0.37838,0.033015,4291280564,United States of America,0,FALSE,3711,37.55,7.44
2020-05-22,LGVW,,,,,,,,,,,,,,,,,,,,,,,,,,,10.16,5.61
2020-05-15,NOVS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,KC,3.6177,3.3552,0.7491,-1.073065,0.958931,2.7541,0.491433,,,0.035081,,-204.7268,0.054275,3.6469,1.5214,,-0.02952,-0.183548,-0.146291,-0.116772,0.041062,1.44534E+11,China,1841,FALSE,7372,20.37,10.09
2020-05-06,SOAC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.34
2020-05-01,LYRA,,,,,1,15.544,-0.33592,,,,,,,,1.1708,,-0.155939,,,-0.297039,0,73009320.8,United States of America,34,FALSE,3841,21,
2020-04-24,CHAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76
2020-04-03,ZNTL,,,,,0.925625,12.0662,-1.538009,,,,,,,,1.1275,,-0.174477,,,-0.38417,0,1817922455,United States of America,62,FALSE,2834,25.2,56.78
2020-03-06,LSAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,ZCMD,23.2836,2.3363,0.6846,-0.182551,1,9.9248,0.176028,,0.098098,-0.65785,,,0.659938,1.7153,1.1141,,0.031159,0.24955,0.247757,0.14001,0,24021672.6,China,90,FALSE,8200,4.34,1.74
2020-02-14,CCXX,,,,,,,,,,,,,,,,,,,,,,,,,,,10.59,4.05
2020-02-12,HUIZ,4.0324,6.0784,1.3476,,0.839574,1.8117,-0.773632,,,18.372228,,,0.333312,-8.1163,2.9935,,-0.000341,-0.021235,-0.014991,-0.039029,0.056499,7168253143,China,,FALSE,6411,10.65,1.115
2020-02-07,PFHD,,,0.0414,-0.868046,0.566842,,1.058187,,0.225424,,,-25.1697,,0.2454,10.5485,,0,,0.129042,0.038527,0,158513959.3,United States of America,,FALSE,6021,19.31,21.19
2020-02-06,CSPR,6.2062,16.9272,2.1398,,0.279817,1.3942,0.205628,,,-0.102368,,-7.4471,0.510835,-150.401,12.1177,,-1.408246,-0.166455,-0.180191,-3.516512,0,222835730.1,United States of America,,FALSE,2510,14.5,
